Time,{},{},{}
2025-08-21 09:28:00,1448369861.1458805,,
2025-08-21 09:28:05,1467079514.929799,,
2025-08-21 09:28:10,1474802889.5819893,,
2025-08-21 09:28:15,1482526264.2341797,,
2025-08-21 09:28:20,1521019572.6576126,,
2025-08-21 09:28:25,1542179184.376354,,
2025-08-21 09:28:30,1625290606.7483206,,
2025-08-21 09:28:35,1669079858.8986242,,
2025-08-21 09:28:40,1669574294.7591426,,
2025-08-21 09:28:45,1632288896.5110376,,
2025-08-21 09:28:50,1575184140.574584,,
2025-08-21 09:28:55,1598383585.4267685,,
2025-08-21 09:29:00,1661031650.488171,,
2025-08-21 09:29:05,1702631201.371602,,
2025-08-21 09:29:10,1702631201.3716018,,
2025-08-21 09:29:15,1702631201.3716018,,
2025-08-21 09:29:20,1584057251.9177198,,
2025-08-21 09:29:25,1643483346.5750484,,
2025-08-21 09:29:30,1687410945.9306295,,
2025-08-21 09:29:35,1712671921.540046,,
2025-08-21 09:29:40,1712671921.540046,,
2025-08-21 09:29:45,1676822966.8575711,,
2025-08-21 09:29:50,1714336137.139512,,
2025-08-21 09:29:55,1675874080.6602635,,
2025-08-21 09:30:00,1726812549.4243515,,
2025-08-21 09:30:05,1730335745.7790682,,
2025-08-21 09:30:10,1730335745.7790682,,
2025-08-21 09:30:15,1730335745.7790682,,
2025-08-21 09:30:20,1688178923.6136966,,
2025-08-21 09:30:25,1663576373.9265003,,
2025-08-21 09:30:30,1719829277.0751085,,
2025-08-21 09:30:35,1719829277.0751085,,
2025-08-21 09:30:40,1719829277.0751085,,
2025-08-21 09:30:45,1719829277.0751085,,
2025-08-21 09:30:50,1632778602.4083304,,
2025-08-21 09:30:55,1604695521.1813977,,
2025-08-21 09:31:00,1688204273.9190776,,
2025-08-21 09:31:05,1706856763.468244,,
2025-08-21 09:31:10,1706856763.468244,,
2025-08-21 09:31:15,1688736590.7126853,,
2025-08-21 09:31:20,1667054197.9722981,,
2025-08-21 09:31:25,1653585300.2721663,,
2025-08-21 09:31:30,1695822559.6100721,,
2025-08-21 09:31:35,1695878820.042636,,
2025-08-21 09:31:40,1695878820.042636,,
2025-08-21 09:31:45,1695878820.042636,,
2025-08-21 09:31:50,1612893001.9017062,,
2025-08-21 09:31:55,1614074691.5375762,,
2025-08-21 09:32:00,1677418672.0678306,,
2025-08-21 09:32:05,1677419233.738154,,
2025-08-21 09:32:10,1677419233.738154,,
2025-08-21 09:32:15,1677419233.738154,,
2025-08-21 09:32:20,1635838327.6743517,,
2025-08-21 09:32:25,1667501349.6745567,,
2025-08-21 09:32:30,1661812552.3285851,,
2025-08-21 09:32:35,1662550405.2743037,,
2025-08-21 09:32:40,1662550405.2743037,,
2025-08-21 09:32:45,1664041957.5275233,,
2025-08-21 09:32:50,1575912141.7820256,,
2025-08-21 09:32:55,1549822868.7876813,,
2025-08-21 09:33:00,1508452046.2105083,,
2025-08-21 09:33:05,1654904854.0769675,,
2025-08-21 09:33:10,1654904854.0769675,,
2025-08-21 09:33:15,1585240062.2513282,,
2025-08-21 09:33:20,1546382676.3603687,,
2025-08-21 09:33:25,1618168785.4768915,,
2025-08-21 09:33:30,1661907339.4074447,,
2025-08-21 09:33:35,1663271019.1869414,,
2025-08-21 09:33:40,1663271019.1869414,,
2025-08-21 09:33:45,1625936327.072483,,
2025-08-21 09:33:50,1497599430.379443,,
2025-08-21 09:33:55,1489915231.6674354,,
2025-08-21 09:34:00,1550333209.0519426,,
2025-08-21 09:34:05,1664537873.1626601,,
2025-08-21 09:34:10,1664537873.1626601,,
