Time,{},{}
2025-08-18 09:32:20,,14047649.730992611
2025-08-18 09:32:25,,14047649.730992611
2025-08-18 09:32:30,,15129132.55241763
2025-08-18 09:32:35,,15129132.55241763
2025-08-18 09:32:40,,15129132.55241763
2025-08-18 09:32:45,,15129132.55241763
2025-08-18 09:32:50,,15129132.55241763
2025-08-18 09:32:55,,16340919.761273209
2025-08-18 09:33:00,,16340919.761273209
2025-08-18 09:33:05,,16340919.761273209
2025-08-18 09:33:10,,16340919.761273209
2025-08-18 09:33:15,,16340919.761273209
2025-08-18 09:33:20,,16340919.761273209
2025-08-18 09:33:25,,17887917.25305656
2025-08-18 09:33:30,,17887917.25305656
2025-08-18 09:33:35,,17887917.25305656
2025-08-18 09:33:40,,17887917.25305656
2025-08-18 09:33:45,,17887917.25305656
2025-08-18 09:33:50,,17887917.25305656
2025-08-18 09:33:55,,21055701.677756924
2025-08-18 09:34:00,,21055701.677756924
2025-08-18 09:34:05,,21055701.677756924
2025-08-18 09:34:10,,21055701.677756924
2025-08-18 09:34:15,,18425602.55501714
2025-08-18 09:34:20,,18425602.55501714
2025-08-18 09:34:25,,18425602.55501714
2025-08-18 09:34:30,,17761363.40040571
2025-08-18 09:34:35,,17761363.40040571
2025-08-18 09:34:40,,17761363.40040571
2025-08-18 09:34:45,,14693507.238510353
2025-08-18 09:34:50,,24323136.912069026
2025-08-18 09:34:55,,23725666.278580725
2025-08-18 09:35:00,,27481289.8896695
2025-08-18 09:35:05,,27481289.8896695
2025-08-18 09:35:10,,27481289.8896695
2025-08-18 09:35:15,,27481289.8896695
2025-08-18 09:35:20,,21593571.160796765
2025-08-18 09:35:25,,19832904.517516527
2025-08-18 09:35:30,,19832904.517516527
2025-08-18 09:35:35,,19832904.517516527
2025-08-18 09:35:40,,19832904.517516527
2025-08-18 09:35:45,,19832904.517516527
2025-08-18 09:35:50,,24713405.151959244
2025-08-18 09:35:55,,28127461.362084605
2025-08-18 09:36:00,,28127461.362084605
2025-08-18 09:36:05,,28127461.362084605
2025-08-18 09:36:10,,28127461.362084605
2025-08-18 09:36:15,,21998959.197503626
2025-08-18 09:36:20,,21998959.197503626
2025-08-18 09:36:25,,19341288.48282343
2025-08-18 09:36:30,,19341288.48282343
2025-08-18 09:36:35,,19341288.48282343
2025-08-18 09:36:40,,19341288.48282343
2025-08-18 09:36:45,,19341288.48282343
2025-08-18 09:36:50,,26844047.792408984
2025-08-18 09:36:55,,26844047.792408984
2025-08-18 09:37:00,,26844047.792408984
2025-08-18 09:37:05,,26844047.792408984
2025-08-18 09:37:10,,26844047.792408984
2025-08-18 09:37:15,,26844047.792408984
2025-08-18 09:37:20,,17800486.6215645
2025-08-18 09:37:25,,16920474.626954943
2025-08-18 09:37:30,,18758614.231299136
2025-08-18 09:37:35,,18758614.231299136
2025-08-18 09:37:40,,18758614.231299136
2025-08-18 09:37:45,,18758614.231299136
2025-08-18 09:37:50,,21014897.264813084
2025-08-18 09:37:55,,21014897.264813084
2025-08-18 09:38:00,,23415305.816254195
