Time,{},{},{},{},{}
2025-08-08 14:01:00,713768960.0,,,,
2025-08-08 14:02:00,2440937472.0,,,,
2025-08-08 14:03:00,4320116736.0,,,,
2025-08-08 14:04:00,3401547776.0,,,,
2025-08-08 14:05:00,5325340672.0,,,,
2025-08-08 14:06:00,5325340672.0,,,,
2025-08-08 14:07:00,8166883328.0,,,,
2025-08-08 14:08:00,10149937152.0,,,,
2025-08-08 14:09:00,2675998720.0,,,,
2025-08-08 14:10:00,4600774656.0,,,,
2025-08-08 14:11:00,6528548864.0,,,,
2025-08-08 14:16:30,,457392128.0,,,
2025-08-08 14:17:30,,3430809600.0,,,
2025-08-08 14:18:30,,6548324352.0,,,
2025-08-08 14:19:30,,3856908288.0,,,
2025-08-08 14:20:30,,7445938176.0,,,
2025-08-08 14:21:30,,10382229504.0,,,
2025-08-08 14:22:30,,13505445888.0,,,
2025-08-08 14:23:30,,16439803904.0,,,
2025-08-08 14:24:30,,5097144320.0,,,
2025-08-08 14:25:30,,8243658752.0,,,
2025-08-08 14:26:30,,11190255616.0,,,
2025-08-08 14:31:30,,,6552158208.0,,
2025-08-08 14:32:30,,,11371888640.0,,
2025-08-08 14:33:30,,,3222343680.0,,
2025-08-08 14:34:30,,,8727674880.0,,
2025-08-08 14:35:30,,,14093336576.0,,
2025-08-08 14:36:30,,,19483033600.0,,
2025-08-08 14:37:30,,,24949374976.0,,
2025-08-08 14:38:30,,,24949374976.0,,
2025-08-08 14:39:30,,,3388641280.0,,
2025-08-08 14:40:30,,,8770437120.0,,
2025-08-08 14:41:30,,,14177337344.0,,
2025-08-08 14:46:30,,,,4757684224.0,
2025-08-08 14:47:30,,,,17229561856.0,
2025-08-08 14:48:30,,,,30834032640.0,
2025-08-08 14:49:30,,,,11638030336.0,
2025-08-08 14:50:30,,,,24806850560.0,
2025-08-08 14:51:30,,,,38957645824.0,
2025-08-08 14:52:30,,,,52117831680.0,
2025-08-08 14:53:30,,,,65288388608.0,
2025-08-08 14:54:30,,,,13241073664.0,
2025-08-08 14:55:30,,,,26657964032.0,
2025-08-08 14:56:30,,,,39803944960.0,
2025-08-08 15:02:30,,,,,1275674624.0
2025-08-08 15:03:30,,,,,1570390016.0
2025-08-08 15:04:30,,,,,1746305024.0
2025-08-08 15:05:30,,,,,2058649600.0
2025-08-08 15:06:30,,,,,2058649600.0
2025-08-08 15:07:30,,,,,3068755968.0
2025-08-08 15:08:30,,,,,3308421120.0
2025-08-08 15:09:30,,,,,1625112576.0
2025-08-08 15:10:30,,,,,2216378368.0
2025-08-08 15:11:30,,,,,3215769600.0
2025-08-08 15:12:30,,,,,3532308480.0
