Time,"flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_22"",instance=""10.42.2.22:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_23"",instance=""10.42.2.23:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_24"",instance=""10.42.2.24:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_25"",instance=""10.42.2.25:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_26"",instance=""10.42.2.26:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-08-08 14:01:00,0.187,,,,
2025-08-08 14:01:05,0.2985,,,,
2025-08-08 14:01:10,0.187,,,,
2025-08-08 14:01:15,0.23,,,,
2025-08-08 14:01:20,0.1795,,,,
2025-08-08 14:01:25,0.177,,,,
2025-08-08 14:01:30,0.1935,,,,
2025-08-08 14:01:35,0.203,,,,
2025-08-08 14:01:40,0.1695,,,,
2025-08-08 14:01:45,0.2285,,,,
2025-08-08 14:01:50,0.1745,,,,
2025-08-08 14:01:55,0.184,,,,
2025-08-08 14:02:00,0.1995,,,,
2025-08-08 14:02:05,0.294,,,,
2025-08-08 14:02:10,0.2035,,,,
2025-08-08 14:02:15,0.254,,,,
2025-08-08 14:02:20,0.199,,,,
2025-08-08 14:02:25,0.1705,,,,
2025-08-08 14:02:30,0.18,,,,
2025-08-08 14:02:35,0.2075,,,,
2025-08-08 14:02:40,0.1765,,,,
2025-08-08 14:02:45,0.212,,,,
2025-08-08 14:02:50,0.1665,,,,
2025-08-08 14:02:55,0.1765,,,,
2025-08-08 14:03:00,0.1865,,,,
2025-08-08 14:03:05,0.299,,,,
2025-08-08 14:03:10,0.174,,,,
2025-08-08 14:03:15,0.2135,,,,
2025-08-08 14:03:20,0.157,,,,
2025-08-08 14:03:25,0.1645,,,,
2025-08-08 14:03:30,0.174,,,,
2025-08-08 14:03:35,0.186,,,,
2025-08-08 14:03:40,0.1525,,,,
2025-08-08 14:03:45,0.199,,,,
2025-08-08 14:03:50,0.165,,,,
2025-08-08 14:03:55,0.1655,,,,
2025-08-08 14:04:00,0.179,,,,
2025-08-08 14:04:05,0.2765,,,,
2025-08-08 14:04:10,0.181,,,,
2025-08-08 14:04:15,0.219,,,,
2025-08-08 14:04:20,0.1715,,,,
2025-08-08 14:04:25,0.1835,,,,
2025-08-08 14:04:30,0.187,,,,
2025-08-08 14:04:35,0.1905,,,,
2025-08-08 14:04:40,0.167,,,,
2025-08-08 14:04:45,0.1995,,,,
2025-08-08 14:04:50,0.1635,,,,
2025-08-08 14:04:55,0.1665,,,,
2025-08-08 14:05:00,0.1915,,,,
2025-08-08 14:05:05,0.283,,,,
2025-08-08 14:05:10,0.209,,,,
2025-08-08 14:05:15,0.213,,,,
2025-08-08 14:05:20,0.173,,,,
2025-08-08 14:05:25,0.16,,,,
2025-08-08 14:05:30,0.174,,,,
2025-08-08 14:05:35,0.1795,,,,
2025-08-08 14:05:40,0.1635,,,,
2025-08-08 14:05:45,0.1905,,,,
2025-08-08 14:05:50,0.1675,,,,
2025-08-08 14:05:55,0.1745,,,,
2025-08-08 14:06:00,0.1835,,,,
2025-08-08 14:06:05,0.2855,,,,
2025-08-08 14:06:10,0.1735,,,,
2025-08-08 14:06:15,0.19,,,,
2025-08-08 14:06:20,0.164,,,,
2025-08-08 14:06:25,0.165,,,,
2025-08-08 14:06:30,0.1725,,,,
2025-08-08 14:06:35,0.197,,,,
2025-08-08 14:06:40,0.162,,,,
2025-08-08 14:06:45,0.207,,,,
2025-08-08 14:06:50,0.1645,,,,
2025-08-08 14:06:55,0.1645,,,,
2025-08-08 14:07:00,0.182,,,,
2025-08-08 14:07:05,0.262,,,,
2025-08-08 14:07:10,0.236,,,,
2025-08-08 14:07:15,0.1955,,,,
2025-08-08 14:07:20,0.1595,,,,
2025-08-08 14:07:25,0.1625,,,,
2025-08-08 14:07:30,0.1725,,,,
2025-08-08 14:07:35,0.184,,,,
2025-08-08 14:07:40,0.1585,,,,
2025-08-08 14:07:45,0.1865,,,,
2025-08-08 14:07:50,0.1585,,,,
2025-08-08 14:07:55,0.1595,,,,
2025-08-08 14:08:00,0.1885,,,,
2025-08-08 14:08:05,0.2785,,,,
2025-08-08 14:08:10,0.1825,,,,
2025-08-08 14:08:15,0.189,,,,
2025-08-08 14:08:20,0.159,,,,
2025-08-08 14:08:25,0.1615,,,,
2025-08-08 14:08:30,0.1715,,,,
2025-08-08 14:08:35,0.191,,,,
2025-08-08 14:08:40,0.1535,,,,
2025-08-08 14:08:45,0.2015,,,,
2025-08-08 14:08:50,0.1615,,,,
2025-08-08 14:08:55,0.1615,,,,
2025-08-08 14:09:00,0.1745,,,,
2025-08-08 14:09:05,0.2915,,,,
2025-08-08 14:09:10,0.1795,,,,
2025-08-08 14:09:15,0.198,,,,
2025-08-08 14:09:20,0.159,,,,
2025-08-08 14:09:25,0.169,,,,
2025-08-08 14:09:30,0.1855,,,,
2025-08-08 14:09:35,0.184,,,,
2025-08-08 14:09:40,0.161,,,,
2025-08-08 14:09:45,0.197,,,,
2025-08-08 14:09:50,0.1625,,,,
2025-08-08 14:09:55,0.159,,,,
2025-08-08 14:10:00,0.1765,,,,
2025-08-08 14:10:05,0.2725,,,,
2025-08-08 14:10:10,0.1815,,,,
2025-08-08 14:10:15,0.188,,,,
2025-08-08 14:10:20,0.1595,,,,
2025-08-08 14:10:25,0.1605,,,,
