Time,{},{},{},{},{}
2025-08-08 12:48:00,1245389.6702720155,,,,
2025-08-08 12:48:05,1245389.6702720155,,,,
2025-08-08 12:48:10,1245389.6702720155,,,,
2025-08-08 12:48:15,1331278.5127189825,,,,
2025-08-08 12:48:20,1508830.0597049997,,,,
2025-08-08 12:48:25,1508830.0597049997,,,,
2025-08-08 12:48:30,1508830.0597049997,,,,
2025-08-08 12:48:35,1508830.0597049997,,,,
2025-08-08 12:48:40,1508830.0597049997,,,,
2025-08-08 12:48:45,1508830.0597049997,,,,
2025-08-08 12:48:50,1242592.65,,,,
2025-08-08 12:48:55,1237844.0275633712,,,,
2025-08-08 12:49:00,1237844.0275633712,,,,
2025-08-08 12:49:05,1237844.0275633712,,,,
2025-08-08 12:49:10,1237844.0275633712,,,,
2025-08-08 12:49:15,1237844.0275633712,,,,
2025-08-08 12:49:20,1485286.1334008574,,,,
2025-08-08 12:49:25,1485286.1334008574,,,,
2025-08-08 12:49:30,1416472.3790253042,,,,
2025-08-08 12:49:35,1416472.3790253042,,,,
2025-08-08 12:49:40,1416472.3790253042,,,,
2025-08-08 12:49:45,1416472.3790253042,,,,
2025-08-08 12:49:50,1416472.3790253042,,,,
2025-08-08 12:49:55,1502002.6003629444,,,,
2025-08-08 12:50:00,1502002.6003629444,,,,
2025-08-08 12:50:05,1502002.6003629444,,,,
2025-08-08 12:50:10,1502002.6003629444,,,,
2025-08-08 12:50:15,1502002.6003629444,,,,
2025-08-08 12:50:20,1856560.48918352,,,,
2025-08-08 12:50:25,1849997.0166290398,,,,
2025-08-08 12:50:30,2131884.8046500874,,,,
2025-08-08 12:50:35,2131884.8046500874,,,,
2025-08-08 12:50:40,2131884.8046500874,,,,
2025-08-08 12:50:45,2131884.8046500874,,,,
2025-08-08 12:50:50,2131884.8046500874,,,,
2025-08-08 12:50:55,1535453.526148134,,,,
2025-08-08 12:51:00,1535453.526148134,,,,
2025-08-08 12:51:05,1535453.526148134,,,,
2025-08-08 12:51:10,1535453.526148134,,,,
2025-08-08 12:51:15,1535453.526148134,,,,
2025-08-08 12:51:20,1249289.1870927708,,,,
2025-08-08 12:51:25,1249289.1870927708,,,,
2025-08-08 12:51:30,1598850.420724017,,,,
2025-08-08 12:51:35,1598850.4207240173,,,,
2025-08-08 12:51:40,1598850.4207240173,,,,
2025-08-08 12:51:45,1598850.4207240173,,,,
2025-08-08 12:51:50,1598850.4207240173,,,,
2025-08-08 12:51:55,1893729.4151574576,,,,
2025-08-08 12:52:00,1893729.4151574576,,,,
2025-08-08 12:52:05,1893729.4151574576,,,,
2025-08-08 12:52:10,1893729.4151574576,,,,
2025-08-08 12:52:15,1541128.8110105537,,,,
2025-08-08 12:52:20,1541128.8110105537,,,,
2025-08-08 12:52:25,1541128.8110105537,,,,
2025-08-08 12:52:30,1959906.4997436123,,,,
2025-08-08 12:52:35,1959906.4997436123,,,,
2025-08-08 12:52:40,1959906.4997436123,,,,
2025-08-08 12:52:45,1679103.618085207,,,,
2025-08-08 12:52:50,2170202.767213462,,,,
2025-08-08 12:52:55,1796581.7915953104,,,,
2025-08-08 12:53:00,2119731.9892904293,,,,
2025-08-08 12:56:00,,2470989.3448298965,,,
2025-08-08 12:56:05,,2470989.3448298965,,,
2025-08-08 12:56:10,,2470989.3448298965,,,
2025-08-08 12:56:15,,2470989.3448298965,,,
2025-08-08 12:56:20,,2470989.3448298965,,,
2025-08-08 12:56:25,,1909177.9139971375,,,
2025-08-08 12:56:30,,2250574.4253307474,,,
2025-08-08 12:56:35,,2250574.4253307474,,,
2025-08-08 12:56:40,,2250574.4253307474,,,
2025-08-08 12:56:45,,2250574.4253307474,,,
2025-08-08 12:56:50,,1741112.227203709,,,
2025-08-08 12:56:55,,1741112.227203709,,,
2025-08-08 12:57:00,,1226641.4334806087,,,
2025-08-08 12:57:05,,1226641.4334806087,,,
2025-08-08 12:57:10,,1226641.4334806087,,,
2025-08-08 12:57:15,,1226641.4334806087,,,
2025-08-08 12:57:20,,1047071.3496309932,,,
2025-08-08 12:57:25,,995961.2899026346,,,
2025-08-08 12:57:30,,44783.4641008255,,,
2025-08-08 12:57:35,,44783.4641008255,,,
2025-08-08 12:57:40,,44783.4641008255,,,
2025-08-08 12:57:45,,44783.4641008255,,,
2025-08-08 12:57:50,,44783.464100825506,,,
2025-08-08 12:57:55,,1266.8396271740173,,,
2025-08-08 12:58:00,,1217.833521886694,,,
2025-08-08 12:58:05,,1217.833521886694,,,
2025-08-08 12:58:10,,1217.833521886694,,,
2025-08-08 12:58:15,,1217.833521886694,,,
2025-08-08 12:58:20,,1217.833521886694,,,
2025-08-08 12:58:25,,1209.267335368513,,,
2025-08-08 12:58:30,,1209.267335368513,,,
2025-08-08 12:58:35,,1209.267335368513,,,
2025-08-08 12:58:40,,1197.651823332849,,,
2025-08-08 12:58:45,,1197.651823332849,,,
2025-08-08 12:58:50,,896.3339893086765,,,
2025-08-08 12:58:55,,942.9879205878857,,,
2025-08-08 12:59:00,,1119.6943507010178,,,
2025-08-08 12:59:05,,1119.6943507010178,,,
2025-08-08 12:59:10,,943.6224140532829,,,
2025-08-08 12:59:15,,896.9684827740738,,,
2025-08-08 12:59:20,,1120.6881071665857,,,
2025-08-08 12:59:25,,1120.6881071665857,,,
2025-08-08 12:59:30,,1123.0767352122307,,,
2025-08-08 12:59:35,,1123.0767352122307,,,
2025-08-08 12:59:40,,1123.0767352122307,,,
2025-08-08 12:59:45,,1123.0767352122307,,,
2025-08-08 12:59:50,,946.3200553778147,,,
2025-08-08 12:59:55,,1264.0125944368863,,,
2025-08-08 13:00:00,,1305.4953905765315,,,
2025-08-08 13:00:05,,1305.4953905765315,,,
2025-08-08 13:00:10,,1305.4953905765315,,,
2025-08-08 13:00:15,,1305.4953905765315,,,
2025-08-08 13:00:20,,57900.060543885906,,,
2025-08-08 13:00:25,,68295.06337425632,,,
2025-08-08 13:00:30,,68295.06337425632,,,
2025-08-08 13:00:35,,68295.06337425632,,,
2025-08-08 13:00:40,,89847.38458306463,,,
2025-08-08 13:00:45,,109969.51475092697,,,
2025-08-08 13:00:50,,109969.51475092697,,,
2025-08-08 13:00:55,,278427.06532281876,,,
2025-08-08 13:01:00,,278427.06532281876,,,
2025-08-08 13:04:00,,,1399378.0835463544,,
2025-08-08 13:04:05,,,1399378.0835463544,,
2025-08-08 13:04:10,,,1399378.0835463544,,
2025-08-08 13:04:15,,,1236161.0734808226,,
2025-08-08 13:04:20,,,1889918.697388361,,
2025-08-08 13:04:25,,,1889918.697388361,,
2025-08-08 13:04:30,,,1889918.697388361,,
2025-08-08 13:04:35,,,1889918.697388361,,
2025-08-08 13:04:40,,,1889918.697388361,,
2025-08-08 13:04:45,,,1889918.697388361,,
2025-08-08 13:04:50,,,1802964.4061611954,,
2025-08-08 13:04:55,,,1802964.4061611954,,
2025-08-08 13:05:00,,,1802964.4061611954,,
2025-08-08 13:05:05,,,1802964.4061611954,,
2025-08-08 13:05:10,,,1802964.4061611954,,
2025-08-08 13:05:15,,,1802964.4061611954,,
2025-08-08 13:05:20,,,1567807.6956295096,,
2025-08-08 13:05:25,,,1489820.11669324,,
2025-08-08 13:05:30,,,1763171.3543747503,,
2025-08-08 13:05:35,,,1763171.3543747505,,
2025-08-08 13:05:40,,,1763171.3543747505,,
2025-08-08 13:05:45,,,1724242.870059076,,
2025-08-08 13:05:50,,,1359798.4045528616,,
2025-08-08 13:05:55,,,1359798.4045528616,,
2025-08-08 13:06:00,,,1359798.4045528616,,
2025-08-08 13:06:05,,,1359798.4045528616,,
2025-08-08 13:06:10,,,1359798.4045528616,,
2025-08-08 13:06:15,,,1133569.4994309596,,
2025-08-08 13:06:20,,,2067902.8629968285,,
2025-08-08 13:06:25,,,2067902.8629968285,,
2025-08-08 13:06:30,,,2067902.8629968285,,
2025-08-08 13:06:35,,,2067902.8629968285,,
2025-08-08 13:06:40,,,2067902.8629968285,,
2025-08-08 13:06:45,,,2067902.8629968285,,
2025-08-08 13:06:50,,,1533552.55,,
2025-08-08 13:06:55,,,1533552.55,,
2025-08-08 13:07:00,,,1950917.2883627426,,
2025-08-08 13:07:05,,,1950917.2883627426,,
2025-08-08 13:07:10,,,1950917.2883627426,,
2025-08-08 13:07:15,,,1950917.2883627426,,
2025-08-08 13:07:20,,,1824066.1436017284,,
2025-08-08 13:07:25,,,1824066.1436017284,,
2025-08-08 13:07:30,,,1880170.167508641,,
2025-08-08 13:07:35,,,1880170.167508641,,
2025-08-08 13:07:40,,,1880170.167508641,,
2025-08-08 13:07:45,,,1087610.7478322904,,
2025-08-08 13:07:50,,,1066312.4442871255,,
2025-08-08 13:07:55,,,1012879.6707167161,,
2025-08-08 13:08:00,,,2217734.5973496432,,
2025-08-08 13:08:05,,,2217734.5973496432,,
2025-08-08 13:08:10,,,2217734.5973496432,,
2025-08-08 13:08:15,,,2217734.5973496432,,
2025-08-08 13:08:20,,,2294649.7745456523,,
2025-08-08 13:08:25,,,2821240.1206482286,,
2025-08-08 13:08:30,,,2195400.1891295533,,
2025-08-08 13:08:35,,,2195400.1891295533,,
2025-08-08 13:08:40,,,2195400.1891295533,,
2025-08-08 13:08:45,,,2195400.1891295533,,
2025-08-08 13:08:50,,,2195400.1891295533,,
2025-08-08 13:08:55,,,2195400.1891295533,,
2025-08-08 13:09:00,,,2093822.9558808885,,
2025-08-08 13:12:00,,,,854879.3989491957,
2025-08-08 13:12:05,,,,854879.3989491957,
2025-08-08 13:12:10,,,,854879.3989491957,
2025-08-08 13:12:15,,,,854879.3989491957,
2025-08-08 13:12:20,,,,685074.3417400349,
2025-08-08 13:12:25,,,,651023.0595257969,
2025-08-08 13:12:30,,,,479220.9858651632,
2025-08-08 13:12:35,,,,479220.9858651632,
2025-08-08 13:12:40,,,,479220.9858651632,
2025-08-08 13:12:45,,,,479220.9858651632,
2025-08-08 13:12:50,,,,102434.79928231958,
2025-08-08 13:12:55,,,,76757.95748509729,
2025-08-08 13:13:00,,,,76757.95748509729,
2025-08-08 13:13:05,,,,76757.95748509729,
2025-08-08 13:13:10,,,,76757.95748509729,
2025-08-08 13:13:15,,,,1278.492619426991,
2025-08-08 13:13:20,,,,1278.492619426991,
2025-08-08 13:13:25,,,,1278.492619426991,
2025-08-08 13:13:30,,,,1226.0722981831802,
2025-08-08 13:13:35,,,,1226.0722981831802,
2025-08-08 13:13:40,,,,1226.0722981831802,
2025-08-08 13:13:45,,,,1226.0722981831802,
2025-08-08 13:13:50,,,,913.8044174915833,
2025-08-08 13:13:55,,,,951.7817551426059,
2025-08-08 13:14:00,,,,1126.8505010403462,
