Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-25 10:04:30,1641245.6782608696,,
2025-08-25 10:05:30,4669739.973913044,,
2025-08-25 10:06:30,6384135.52173913,,
2025-08-25 10:07:30,6767325.652173912,,
2025-08-25 10:08:30,6855149.24347826,,
2025-08-25 10:09:30,6869984.8,,
2025-08-25 10:10:30,6871897.556521739,,
2025-08-25 10:11:30,6878007.617391304,,
2025-08-25 10:12:30,6878471.8086956525,,
2025-08-25 10:13:30,6874202.782608696,,
2025-08-25 10:14:30,6872586.24347826,,
2025-08-25 11:27:30,,3590630.260869565,
2025-08-25 11:28:30,,7676368.930434782,
2025-08-25 11:29:30,,8081200.286956522,
2025-08-25 11:30:30,,8182564.947826087,
2025-08-25 11:31:30,,8550659.513043478,
2025-08-25 11:32:30,,8555877.52173913,
2025-08-25 11:33:30,,8383035.043478261,
2025-08-25 11:34:30,,8388784.130434783,
2025-08-25 11:35:30,,8392122.660869565,
2025-08-25 11:36:30,,8390421.52173913,
2025-08-25 11:37:30,,8386688.1565217385,
2025-08-25 11:40:30,,,7714850.495652174
2025-08-25 11:41:30,,,18858541.330434784
2025-08-25 11:42:30,,,22333055.713043477
2025-08-25 11:43:30,,,23210833.08695652
2025-08-25 11:44:30,,,22752356.147826087
2025-08-25 11:45:30,,,23398827.556521736
2025-08-25 11:46:30,,,20985058.12173913
2025-08-25 11:47:30,,,21245061.591304347
2025-08-25 11:48:30,,,21263755.391304348
2025-08-25 11:49:30,,,23101537.078260873
2025-08-25 11:50:30,,,23116147.147826087
