Time,Duration_ms,Size_MB,Backend
2025-08-25 10:04:30,478.0,62.33979034423828,RocksDB
2025-08-25 10:05:00,842.0,103.8292465209961,RocksDB
2025-08-25 10:05:30,494.0,62.18899631500244,RocksDB
2025-08-25 10:06:00,1063.0,120.80353355407715,RocksDB
2025-08-25 10:06:30,442.0,62.14278030395508,RocksDB
2025-08-25 10:07:00,760.0,124.65035724639893,RocksDB
2025-08-25 10:07:30,449.0,62.42264461517334,RocksDB
2025-08-25 10:08:00,787.0,125.39744758605957,RocksDB
2025-08-25 10:08:30,480.0,62.36040115356445,RocksDB
2025-08-25 10:09:00,748.0,125.47523307800293,RocksDB
2025-08-25 10:09:30,437.0,62.36454105377197,RocksDB
2025-08-25 10:10:00,790.0,125.65126514434814,RocksDB
2025-08-25 10:10:30,469.0,62.291494369506836,RocksDB
2025-08-25 10:11:00,795.0,125.66054058074951,RocksDB
2025-08-25 10:11:30,460.0,62.40648365020752,RocksDB
2025-08-25 10:12:00,753.0,125.76306056976318,RocksDB
2025-08-25 10:12:30,459.0,62.28448486328125,RocksDB
2025-08-25 10:13:00,736.0,125.57975196838379,RocksDB
2025-08-25 10:13:30,472.0,62.20992851257324,RocksDB
2025-08-25 10:14:00,742.0,125.70615482330322,RocksDB
2025-08-25 10:14:30,490.0,62.32447528839111,RocksDB
2025-08-25 11:27:30,575.0,126.57837200164795,ForSt
2025-08-25 11:28:00,570.0,64.77884292602539,ForSt
2025-08-25 11:28:30,567.0,126.69457817077637,ForSt
2025-08-25 11:29:00,579.0,64.66250896453857,ForSt
2025-08-25 11:29:30,575.0,126.49231243133545,ForSt
2025-08-25 11:30:00,606.0,64.62542152404785,ForSt
2025-08-25 11:30:30,579.0,126.64072036743164,ForSt
2025-08-25 11:31:00,583.0,64.60764122009277,ForSt
2025-08-25 11:31:30,576.0,126.72411918640137,ForSt
2025-08-25 11:32:00,578.0,64.6060791015625,ForSt
2025-08-25 11:32:30,576.0,126.63179588317871,ForSt
2025-08-25 11:33:00,587.0,64.92247295379639,ForSt
2025-08-25 11:33:30,558.0,126.57846450805664,ForSt
2025-08-25 11:34:00,567.0,64.59526443481445,ForSt
2025-08-25 11:34:30,561.0,126.63568878173828,ForSt
2025-08-25 11:35:00,580.0,64.88736534118652,ForSt
2025-08-25 11:35:30,569.0,126.6650619506836,ForSt
2025-08-25 11:36:00,575.0,64.75502967834473,ForSt
2025-08-25 11:36:30,560.0,126.58385467529297,ForSt
2025-08-25 11:37:00,564.0,64.86914825439453,ForSt
2025-08-25 11:37:30,576.0,126.59437656402588,ForSt
2025-08-25 11:40:30,355.0,89.76560401916504,ForSt (128MB - 1G)
2025-08-25 11:41:00,333.0,97.50065040588379,ForSt (128MB - 1G)
2025-08-25 11:41:30,260.0,108.42601490020752,ForSt (128MB - 1G)
2025-08-25 11:42:00,246.0,124.10328578948975,ForSt (128MB - 1G)
2025-08-25 11:42:30,294.0,137.56746196746826,ForSt (128MB - 1G)
2025-08-25 11:43:00,326.0,115.99419021606445,ForSt (128MB - 1G)
2025-08-25 11:43:30,241.0,116.80971050262451,ForSt (128MB - 1G)
2025-08-25 11:44:00,247.0,128.46529006958008,ForSt (128MB - 1G)
2025-08-25 11:44:30,262.0,139.72832489013672,ForSt (128MB - 1G)
2025-08-25 11:45:00,356.0,117.03455638885498,ForSt (128MB - 1G)
2025-08-25 11:45:30,234.0,117.38056564331055,ForSt (128MB - 1G)
2025-08-25 11:46:00,246.0,128.44818496704102,ForSt (128MB - 1G)
2025-08-25 11:46:30,285.0,139.5040512084961,ForSt (128MB - 1G)
2025-08-25 11:47:00,287.0,128.12280654907227,ForSt (128MB - 1G)
2025-08-25 11:47:30,253.0,114.49287796020508,ForSt (128MB - 1G)
2025-08-25 11:48:00,251.0,125.8185806274414,ForSt (128MB - 1G)
2025-08-25 11:48:30,251.0,137.2185001373291,ForSt (128MB - 1G)
2025-08-25 11:49:00,338.0,114.40515899658203,ForSt (128MB - 1G)
2025-08-25 11:49:30,263.0,114.56081104278564,ForSt (128MB - 1G)
2025-08-25 11:50:00,268.0,125.86840629577637,ForSt (128MB - 1G)
2025-08-25 11:50:30,301.0,137.1324520111084,ForSt (128MB - 1G)
