Time,{},{},{}
2025-08-25 10:04:30,1083348.5690708417,,
2025-08-25 10:04:35,1083348.5690708417,,
2025-08-25 10:04:40,1083348.5690708417,,
2025-08-25 10:04:45,2101200.454269828,,
2025-08-25 10:04:50,2101200.454269828,,
2025-08-25 10:04:55,2101200.454269828,,
2025-08-25 10:05:00,2101200.454269828,,
2025-08-25 10:05:05,3205326.9239817443,,
2025-08-25 10:05:10,3012031.161536233,,
2025-08-25 10:05:15,3012031.1615362326,,
2025-08-25 10:05:20,3012031.1615362326,,
2025-08-25 10:05:25,3012031.1615362326,,
2025-08-25 10:05:30,3012031.1615362326,,
2025-08-25 10:05:35,3012031.1615362326,,
2025-08-25 10:05:40,2987289.8653149027,,
2025-08-25 10:05:45,3494156.0199668757,,
2025-08-25 10:05:50,3494156.0199668757,,
2025-08-25 10:05:55,3494156.0199668757,,
2025-08-25 10:06:00,3494156.0199668757,,
2025-08-25 10:06:05,3494156.0199668757,,
2025-08-25 10:06:10,2670609.575795932,,
2025-08-25 10:06:15,2286501.0731891408,,
2025-08-25 10:06:20,2286501.0731891408,,
2025-08-25 10:06:25,2286501.0731891408,,
2025-08-25 10:06:30,2286501.0731891408,,
2025-08-25 10:06:35,2286501.0731891408,,
2025-08-25 10:06:40,1901536.8605583992,,
2025-08-25 10:06:45,3330189.9827111745,,
2025-08-25 10:06:50,3330189.9827111745,,
2025-08-25 10:06:55,3330189.9827111745,,
2025-08-25 10:07:00,3330189.982711174,,
2025-08-25 10:07:05,3330189.982711174,,
2025-08-25 10:07:10,3004976.1955463616,,
2025-08-25 10:07:15,3004976.1955463616,,
2025-08-25 10:07:20,2739179.539386888,,
2025-08-25 10:07:25,2739179.539386888,,
2025-08-25 10:07:30,2739179.539386888,,
2025-08-25 10:07:35,2739179.539386888,,
2025-08-25 10:07:40,3796791.117639435,,
2025-08-25 10:07:45,4056331.207778915,,
2025-08-25 10:07:50,4056331.207778915,,
2025-08-25 10:07:55,4056331.207778915,,
2025-08-25 10:08:00,4056331.207778915,,
2025-08-25 10:08:05,4056331.207778915,,
2025-08-25 10:08:10,2619687.0452927123,,
2025-08-25 10:08:15,3163745.878136201,,
2025-08-25 10:08:20,3163745.878136201,,
2025-08-25 10:08:25,3163745.878136201,,
2025-08-25 10:08:30,3163745.878136201,,
2025-08-25 10:08:35,3163745.878136201,,
2025-08-25 10:08:40,2695406.0299761053,,
2025-08-25 10:08:45,2483538.0624999995,,
2025-08-25 10:08:50,3616040.523289435,,
2025-08-25 10:08:55,3616040.523289435,,
2025-08-25 10:09:00,3616040.523289435,,
2025-08-25 10:09:05,3616040.523289435,,
2025-08-25 10:09:10,3616040.523289435,,
2025-08-25 10:09:15,3423559.4763360755,,
2025-08-25 10:09:20,3014841.7230152767,,
2025-08-25 10:09:25,3014841.7230152767,,
2025-08-25 10:09:30,3014841.7230152767,,
2025-08-25 10:09:35,3014841.7230152767,,
2025-08-25 10:09:40,3014841.7230152767,,
2025-08-25 10:09:45,3479547.720364742,,
2025-08-25 10:09:50,3479547.720364742,,
2025-08-25 10:09:55,3479547.720364742,,
2025-08-25 10:10:00,3479547.720364742,,
2025-08-25 10:10:05,3479547.720364742,,
2025-08-25 10:10:10,2842609.1178253423,,
2025-08-25 10:10:15,2988415.3487994676,,
2025-08-25 10:10:20,2952991.8168761623,,
2025-08-25 10:10:25,2952991.8168761623,,
2025-08-25 10:10:30,2952991.8168761623,,
2025-08-25 10:10:35,2952991.8168761623,,
2025-08-25 10:10:40,2952991.8168761623,,
2025-08-25 10:10:45,3406352.831495848,,
2025-08-25 10:10:50,3592592.831727286,,
2025-08-25 10:10:55,3592592.831727286,,
2025-08-25 10:11:00,3592592.831727286,,
2025-08-25 10:11:05,3592592.8317272854,,
2025-08-25 10:11:10,3397573.7218308058,,
2025-08-25 10:11:15,3128544.789503493,,
2025-08-25 10:11:20,3128544.789503493,,
2025-08-25 10:11:25,3128544.789503493,,
2025-08-25 10:11:30,3128544.789503493,,
2025-08-25 10:11:35,3128544.789503493,,
