Time,"flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_18"",instance=""10.42.2.18:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_19"",instance=""10.42.2.19:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_20"",instance=""10.42.2.20:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-08-25 10:04:30,0.128,,
2025-08-25 10:04:35,0.109,,
2025-08-25 10:04:40,0.147,,
2025-08-25 10:04:45,0.124,,
2025-08-25 10:04:50,0.1015,,
2025-08-25 10:04:55,0.102,,
2025-08-25 10:05:00,0.103,,
2025-08-25 10:05:05,0.094,,
2025-08-25 10:05:10,0.15,,
2025-08-25 10:05:15,0.0965,,
2025-08-25 10:05:20,0.0985,,
2025-08-25 10:05:25,0.102,,
2025-08-25 10:05:30,0.128,,
2025-08-25 10:05:35,0.143,,
2025-08-25 10:05:40,0.175,,
2025-08-25 10:05:45,0.1715,,
2025-08-25 10:05:50,0.097,,
2025-08-25 10:05:55,0.0955,,
2025-08-25 10:06:00,0.105,,
2025-08-25 10:06:05,0.0965,,
2025-08-25 10:06:10,0.152,,
2025-08-25 10:06:15,0.0965,,
2025-08-25 10:06:20,0.0945,,
2025-08-25 10:06:25,0.0965,,
2025-08-25 10:06:30,0.1315,,
2025-08-25 10:06:35,0.092,,
2025-08-25 10:06:40,0.153,,
2025-08-25 10:06:45,0.1045,,
2025-08-25 10:06:50,0.096,,
2025-08-25 10:06:55,0.0935,,
2025-08-25 10:07:00,0.1015,,
2025-08-25 10:07:05,0.094,,
2025-08-25 10:07:10,0.1415,,
2025-08-25 10:07:15,0.1025,,
2025-08-25 10:07:20,0.0995,,
2025-08-25 10:07:25,0.0975,,
2025-08-25 10:07:30,0.133,,
2025-08-25 10:07:35,0.098,,
2025-08-25 10:07:40,0.1645,,
2025-08-25 10:07:45,0.1175,,
2025-08-25 10:07:50,0.0955,,
2025-08-25 10:07:55,0.0975,,
2025-08-25 10:08:00,0.1015,,
2025-08-25 10:08:05,0.0995,,
2025-08-25 10:08:10,0.143,,
2025-08-25 10:08:15,0.0995,,
2025-08-25 10:08:20,0.1045,,
2025-08-25 10:08:25,0.108,,
2025-08-25 10:08:30,0.1315,,
2025-08-25 10:08:35,0.095,,
2025-08-25 10:08:40,0.149,,
2025-08-25 10:08:45,0.1055,,
2025-08-25 10:08:50,0.094,,
2025-08-25 10:08:55,0.0975,,
2025-08-25 10:09:00,0.103,,
2025-08-25 10:09:05,0.093,,
2025-08-25 10:09:10,0.1525,,
2025-08-25 10:09:15,0.0955,,
2025-08-25 10:09:20,0.098,,
2025-08-25 10:09:25,0.098,,
2025-08-25 10:09:30,0.1295,,
2025-08-25 10:09:35,0.0945,,
2025-08-25 10:09:40,0.1575,,
2025-08-25 10:09:45,0.122,,
2025-08-25 10:09:50,0.096,,
2025-08-25 10:09:55,0.1005,,
2025-08-25 10:10:00,0.1015,,
2025-08-25 10:10:05,0.0945,,
2025-08-25 10:10:10,0.15,,
2025-08-25 10:10:15,0.1075,,
2025-08-25 10:10:20,0.1025,,
2025-08-25 10:10:25,0.098,,
2025-08-25 10:10:30,0.138,,
2025-08-25 10:10:35,0.0975,,
2025-08-25 10:10:40,0.145,,
2025-08-25 10:10:45,0.114,,
2025-08-25 10:10:50,0.096,,
2025-08-25 10:10:55,0.094,,
2025-08-25 10:11:00,0.102,,
2025-08-25 10:11:05,0.0935,,
2025-08-25 10:11:10,0.1305,,
2025-08-25 10:11:15,0.097,,
2025-08-25 10:11:20,0.108,,
2025-08-25 10:11:25,0.094,,
2025-08-25 10:11:30,0.134,,
2025-08-25 10:11:35,0.093,,
2025-08-25 10:11:40,0.155,,
2025-08-25 10:11:45,0.1255,,
2025-08-25 10:11:50,0.099,,
2025-08-25 10:11:55,0.0985,,
2025-08-25 10:12:00,0.104,,
2025-08-25 10:12:05,0.096,,
2025-08-25 10:12:10,0.143,,
2025-08-25 10:12:15,0.1045,,
2025-08-25 10:12:20,0.1095,,
2025-08-25 10:12:25,0.1085,,
2025-08-25 10:12:30,0.1385,,
2025-08-25 10:12:35,0.0965,,
2025-08-25 10:12:40,0.146,,
2025-08-25 10:12:45,0.1215,,
2025-08-25 10:12:50,0.1065,,
2025-08-25 10:12:55,0.1015,,
2025-08-25 10:13:00,0.1085,,
2025-08-25 10:13:05,0.0975,,
2025-08-25 10:13:10,0.14,,
2025-08-25 10:13:15,0.098,,
2025-08-25 10:13:20,0.1005,,
