Time,{},{},{},{}
2025-07-30 14:10:00,0.8969886263680427,,,
2025-07-30 14:10:05,0.9095852157588025,,,
2025-07-30 14:10:10,0.9171007228569357,,,
2025-07-30 14:10:15,0.92457330737226,,,
2025-07-30 14:10:20,0.9292914865178874,,,
2025-07-30 14:10:25,0.9349289466322982,,,
2025-07-30 14:10:30,0.9385271548289462,,,
2025-07-30 14:10:35,0.9427107696743374,,,
2025-07-30 14:10:40,0.9466018107977612,,,
2025-07-30 14:10:45,0.9514870219911373,,,
2025-07-30 14:10:50,0.9546503174556763,,,
2025-07-30 14:10:55,0.958448396897879,,,
2025-07-30 14:11:00,0.9613274704204349,,,
2025-07-30 14:11:05,0.9644381907255756,,,
2025-07-30 14:11:10,0.9671988661507224,,,
2025-07-30 14:11:15,0.9705940149624732,,,
2025-07-30 14:11:20,0.9732233518436121,,,
2025-07-30 14:11:25,0.9758123845723807,,,
2025-07-30 14:11:30,0.9780935823830597,,,
2025-07-30 14:11:35,0.9804142129133137,,,
2025-07-30 14:11:40,0.9829123801564509,,,
2025-07-30 14:11:45,0.9856345781641183,,,
2025-07-30 14:11:50,0.988005028960085,,,
2025-07-30 14:11:55,0.9903394132775538,,,
2025-07-30 14:12:00,0.9924280524414868,,,
2025-07-30 14:12:05,0.99662384511516,,,
2025-07-30 14:12:10,0.9965811871798895,,,
2025-07-30 14:12:15,0.9966771667434879,,,
2025-07-30 14:12:20,0.9965696612187487,,,
2025-07-30 14:12:25,0.9965873101788908,,,
2025-07-30 14:12:30,0.9965768770093202,,,
2025-07-30 14:12:35,0.9964673135718152,,,
2025-07-30 14:12:40,0.9964562852073896,,,
2025-07-30 14:12:45,0.9965382944082207,,,
2025-07-30 14:12:50,0.9963926705732196,,,
2025-07-30 14:12:55,0.9964356774721892,,,
2025-07-30 14:13:00,0.9964621470419335,,,
2025-07-30 14:13:05,0.9964743845053669,,,
2025-07-30 14:13:10,0.9961959572834828,,,
2025-07-30 14:13:15,0.9962877004783787,,,
2025-07-30 14:13:20,0.9963365187545985,,,
2025-07-30 14:13:25,0.9963892262233587,,,
2025-07-30 14:13:30,0.9963920990267794,,,
2025-07-30 14:13:35,0.9964251248422165,,,
2025-07-30 14:13:40,0.9962748295549922,,,
2025-07-30 14:13:45,0.9963274712974887,,,
2025-07-30 14:13:50,0.9963482849343922,,,
2025-07-30 14:13:55,0.9963804006026502,,,
2025-07-30 14:14:00,0.9964278269775515,,,
2025-07-30 14:14:05,0.9965269033400695,,,
2025-07-30 14:14:10,0.9961526618858658,,,
2025-07-30 14:14:15,0.9961881034867891,,,
2025-07-30 14:14:20,0.9961927969007864,,,
2025-07-30 14:14:25,0.9962746481983987,,,
2025-07-30 14:14:30,0.9962520152928486,,,
2025-07-30 14:14:35,0.9963651960868198,,,
2025-07-30 14:14:40,0.9961103052162289,,,
2025-07-30 14:14:45,0.996213600591334,,,
2025-07-30 14:14:50,0.9960956888537456,,,
2025-07-30 14:14:55,0.9960079127224991,,,
2025-07-30 14:15:00,0.9959697617028509,,,
2025-07-30 14:15:05,0.9960949431081932,,,
2025-07-30 14:15:10,0.9958570718494544,,,
2025-07-30 14:15:15,0.9958876633066139,,,
2025-07-30 14:15:20,0.9958666174085463,,,
2025-07-30 14:15:25,0.9958991606652894,,,
2025-07-30 14:15:30,0.9959173373174428,,,
2025-07-30 14:15:35,0.9959088163333948,,,
2025-07-30 14:15:40,0.9954817684622377,,,
2025-07-30 14:15:45,0.9955776176302921,,,
2025-07-30 14:15:50,0.9955739813126443,,,
2025-07-30 14:15:55,0.9955953709799548,,,
2025-07-30 14:16:00,0.9956124038610081,,,
2025-07-30 14:16:05,0.9958249698882241,,,
2025-07-30 14:16:10,0.99575060734106,,,
2025-07-30 14:16:15,0.9958088702318864,,,
2025-07-30 14:16:20,0.9958870006728711,,,
2025-07-30 14:16:25,0.9959480544125376,,,
2025-07-30 14:16:30,0.9959337942141683,,,
2025-07-30 14:16:35,0.9957581678518207,,,
2025-07-30 14:16:40,0.9953699954447597,,,
2025-07-30 14:16:45,0.9952448240512284,,,
2025-07-30 14:16:50,0.9952105200792604,,,
2025-07-30 14:16:55,0.9951786791415582,,,
2025-07-30 14:17:00,0.995244732609444,,,
2025-07-30 14:17:05,0.9953140352573032,,,
2025-07-30 14:17:10,0.9952464985891196,,,
2025-07-30 14:17:15,0.9953891385826589,,,
2025-07-30 14:17:20,0.9953855682087086,,,
2025-07-30 14:17:25,0.9954315926549314,,,
2025-07-30 14:17:30,0.9955081098616726,,,
