Time,{},{},{}
2025-08-21 12:33:00,37296.73701929302,,
2025-08-21 12:33:05,34073.76010141024,,
2025-08-21 12:33:10,34073.76010141024,,
2025-08-21 12:33:15,34073.76010141024,,
2025-08-21 12:33:20,34073.76010141024,,
2025-08-21 12:33:25,36884.112682237224,,
2025-08-21 12:33:30,44378.20462440466,,
2025-08-21 12:33:35,44378.20462440466,,
2025-08-21 12:33:40,48866.570405922066,,
2025-08-21 12:33:45,48866.570405922066,,
2025-08-21 12:33:50,48866.570405922066,,
2025-08-21 12:33:55,48866.570405922066,,
2025-08-21 12:34:00,48866.570405922066,,
2025-08-21 12:34:05,35721.816816812316,,
2025-08-21 12:34:10,41836.293899348304,,
2025-08-21 12:34:15,41836.293899348304,,
2025-08-21 12:34:20,41836.293899348304,,
2025-08-21 12:34:25,41836.293899348304,,
2025-08-21 12:34:30,41836.293899348304,,
2025-08-21 12:34:35,41836.293899348304,,
2025-08-21 12:34:40,41836.293899348304,,
2025-08-21 12:34:45,49880.76512584579,,
2025-08-21 12:34:50,49880.76512584579,,
2025-08-21 12:34:55,49880.76512584579,,
2025-08-21 12:35:00,44320.01633135273,,
2025-08-21 12:35:05,31976.414292126396,,
2025-08-21 12:35:10,33593.25469300046,,
2025-08-21 12:35:15,38804.169620977475,,
2025-08-21 12:35:20,38804.169620977475,,
2025-08-21 12:35:25,38804.169620977475,,
2025-08-21 12:35:30,33404.73110225854,,
2025-08-21 12:35:35,38715.71978362086,,
2025-08-21 12:35:40,38753.561882341404,,
2025-08-21 12:35:45,38753.561882341404,,
2025-08-21 12:35:50,38753.5618823414,,
2025-08-21 12:35:55,38753.5618823414,,
2025-08-21 12:36:00,38753.5618823414,,
2025-08-21 12:36:05,32158.028596315915,,
2025-08-21 12:36:10,18553.425,,
2025-08-21 12:36:15,40300.46408889087,,
2025-08-21 12:36:20,40300.46408889087,,
2025-08-21 12:36:25,40300.46408889087,,
2025-08-21 12:36:30,40300.46408889087,,
2025-08-21 12:36:35,38067.96993567971,,
2025-08-21 12:36:40,38067.96993567971,,
2025-08-21 12:36:45,42632.20650037464,,
2025-08-21 12:36:50,42632.20650037464,,
2025-08-21 12:36:55,42632.20650037464,,
2025-08-21 12:37:00,44744.01298211681,,
2025-08-21 12:37:05,44744.01298211681,,
2025-08-21 12:37:10,49150.13642997653,,
2025-08-21 12:37:15,49150.13642997653,,
2025-08-21 12:37:20,49150.13642997653,,
2025-08-21 12:37:25,49150.13642997653,,
2025-08-21 12:37:30,46949.488274366275,,
2025-08-21 12:37:35,35365.372371831545,,
