Time,{},{},{}
2025-08-21 12:33:00,91998.69090909089,,
2025-08-21 12:33:05,91401.3818181818,,
2025-08-21 12:33:10,88993.54545454546,,
2025-08-21 12:33:15,78665.12727272726,,
2025-08-21 12:33:20,78426.65454545454,,
2025-08-21 12:33:25,79084.92727272728,,
2025-08-21 12:33:30,79449.36363636363,,
2025-08-21 12:33:35,82802.94545454545,,
2025-08-21 12:33:40,80865.18181818181,,
2025-08-21 12:33:45,72663.03636363635,,
2025-08-21 12:33:50,73786.07272727272,,
2025-08-21 12:33:55,70662.67272727273,,
2025-08-21 12:34:00,71753.01818181817,,
2025-08-21 12:34:05,70752.56363636363,,
2025-08-21 12:34:10,73960.01818181817,,
2025-08-21 12:34:15,63602.854545454546,,
2025-08-21 12:34:20,56006.92727272726,,
2025-08-21 12:34:25,55943.85454545454,,
2025-08-21 12:34:30,56176.94545454545,,
2025-08-21 12:34:35,61896.2909090909,,
2025-08-21 12:34:40,64995.45454545454,,
2025-08-21 12:34:45,62031.6,,
2025-08-21 12:34:50,62375.07272727272,,
2025-08-21 12:34:55,59378.399999999994,,
2025-08-21 12:35:00,64105.745454545446,,
2025-08-21 12:35:05,66349.14545454545,,
2025-08-21 12:35:10,69016.65454545454,,
2025-08-21 12:35:15,65841.58181818182,,
2025-08-21 12:35:20,63167.07272727272,,
2025-08-21 12:35:25,60765.12727272727,,
2025-08-21 12:35:30,58312.36363636363,,
2025-08-21 12:35:35,64549.127272727266,,
2025-08-21 12:35:40,64788.03636363636,,
2025-08-21 12:35:45,66351.8909090909,,
2025-08-21 12:35:50,65267.87272727273,,
2025-08-21 12:35:55,63762.83636363636,,
2025-08-21 12:36:00,62653.418181818175,,
2025-08-21 12:36:05,65089.94545454545,,
2025-08-21 12:36:10,67019.61818181818,,
2025-08-21 12:36:15,59821.836363636365,,
2025-08-21 12:36:20,61840.07272727272,,
2025-08-21 12:36:25,59324.67272727272,,
2025-08-21 12:36:30,60710.54545454545,,
2025-08-21 12:36:35,60973.454545454544,,
2025-08-21 12:36:40,62417.36363636363,,
2025-08-21 12:36:45,65274.07272727272,,
2025-08-21 12:36:50,62458.763636363634,,
2025-08-21 12:36:55,64871.381818181806,,
2025-08-21 12:37:00,62711.2,,
2025-08-21 12:37:05,67159.30909090908,,
2025-08-21 12:37:10,67872.4,,
2025-08-21 12:37:15,60816.29090909091,,
2025-08-21 12:37:20,61463.81818181818,,
2025-08-21 12:37:25,55064.527272727275,,
2025-08-21 12:37:30,59460.2,,
2025-08-21 12:37:35,57427.36363636363,,
2025-08-21 12:37:40,58840.56363636364,,
2025-08-21 12:37:45,60236.07272727272,,
2025-08-21 12:37:50,58339.98181818182,,
2025-08-21 12:37:55,61384.52727272727,,
2025-08-21 12:38:00,58248.81818181818,,
2025-08-21 12:38:05,65906.25454545455,,
2025-08-21 12:38:10,64272.34545454545,,
2025-08-21 12:38:15,62138.63636363636,,
2025-08-21 12:38:20,63529.65454545454,,
2025-08-21 12:38:25,57615.490909090906,,
2025-08-21 12:38:30,59713.01818181818,,
2025-08-21 12:38:35,55730.21818181818,,
2025-08-21 12:38:40,58542.07272727272,,
