Time,"flink_taskmanager_Status_JVM_Memory_Heap_Used{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_4_12"",instance=""10.42.4.12:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-07-15 13:17:00,464325120.0
2025-07-15 13:17:05,374254592.0
2025-07-15 13:17:10,231385088.0
2025-07-15 13:17:15,391385088.0
2025-07-15 13:17:20,368422912.0
2025-07-15 13:17:25,506697728.0
2025-07-15 13:17:30,312324096.0
2025-07-15 13:17:35,517345792.0
2025-07-15 13:17:40,352169984.0
2025-07-15 13:17:45,385724416.0
2025-07-15 13:17:50,477740544.0
2025-07-15 13:17:55,311275520.0
2025-07-15 13:18:00,484614144.0
2025-07-15 13:18:05,372092928.0
2025-07-15 13:18:10,414560256.0
2025-07-15 13:18:15,414484992.0
2025-07-15 13:18:20,349115904.0
2025-07-15 13:18:25,417705984.0
2025-07-15 13:18:30,423473144.0
2025-07-15 13:18:35,465416192.0
2025-07-15 13:18:40,410890240.0
2025-07-15 13:18:45,433956856.0
2025-07-15 13:18:50,366325760.0
2025-07-15 13:18:55,402103808.0
2025-07-15 13:19:00,261206016.0
2025-07-15 13:19:05,409511936.0
2025-07-15 13:19:10,270381056.0
2025-07-15 13:19:15,383102976.0
2025-07-15 13:19:20,333295616.0
2025-07-15 13:19:25,462703104.0
2025-07-15 13:19:30,360421376.0
2025-07-15 13:19:35,361889112.0
2025-07-15 13:19:40,277038080.0
2025-07-15 13:19:45,611822208.0
2025-07-15 13:19:50,240381840.0
2025-07-15 13:19:55,467889072.0
2025-07-15 13:20:00,420469680.0
2025-07-15 13:20:05,430963080.0
2025-07-15 13:20:10,305924248.0
2025-07-15 13:20:15,470665984.0
2025-07-15 13:20:20,284279296.0
2025-07-15 13:20:25,274116768.0
2025-07-15 13:20:30,407736144.0
2025-07-15 13:20:35,388303360.0
2025-07-15 13:20:40,620737920.0
2025-07-15 13:20:45,457069632.0
2025-07-15 13:20:50,440369056.0
2025-07-15 13:20:55,417836216.0
2025-07-15 13:21:00,389482744.0
2025-07-15 13:21:05,474825984.0
2025-07-15 13:21:10,472181744.0
2025-07-15 13:21:15,535562016.0
2025-07-15 13:21:20,502524416.0
2025-07-15 13:21:25,367782400.0
2025-07-15 13:21:30,275982336.0
2025-07-15 13:21:35,235545600.0
2025-07-15 13:21:40,269821896.0
2025-07-15 13:21:45,472476520.0
2025-07-15 13:21:50,300809944.0
2025-07-15 13:21:55,436518480.0
2025-07-15 13:22:00,279180352.0
2025-07-15 13:22:05,392400080.0
2025-07-15 13:22:10,341500256.0
2025-07-15 13:22:15,615687576.0
2025-07-15 13:22:20,269625328.0
2025-07-15 13:22:25,235411456.0
2025-07-15 13:22:30,244166656.0
2025-07-15 13:22:35,242343424.0
2025-07-15 13:22:40,232251904.0
2025-07-15 13:22:45,311981496.0
2025-07-15 13:22:50,507875216.0
2025-07-15 13:22:55,433699504.0
2025-07-15 13:23:00,276672512.0
2025-07-15 13:23:05,299088896.0
2025-07-15 13:23:10,395139408.0
2025-07-15 13:23:15,197256704.0
2025-07-15 13:23:20,397275088.0
2025-07-15 13:23:25,214332416.0
2025-07-15 13:23:30,260613488.0
2025-07-15 13:23:35,431492392.0
2025-07-15 13:23:40,516472832.0
2025-07-15 13:23:45,572862856.0
2025-07-15 13:23:50,428021048.0
2025-07-15 13:23:55,430813184.0
2025-07-15 13:24:00,508222368.0
2025-07-15 13:24:05,408768280.0
2025-07-15 13:24:10,381794944.0
2025-07-15 13:24:15,491152632.0
2025-07-15 13:24:20,319868800.0
2025-07-15 13:24:25,242134928.0
2025-07-15 13:24:30,221858304.0
2025-07-15 13:24:35,436096680.0
2025-07-15 13:24:40,213955720.0
2025-07-15 13:24:45,416049040.0
2025-07-15 13:24:50,367634432.0
2025-07-15 13:24:55,519261472.0
2025-07-15 13:25:00,462030128.0
