Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-21 11:38:00,1843095.6695652173,,
2025-08-21 11:39:00,1419923.8260869565,,
2025-08-21 11:40:00,20482.643478260867,,
2025-08-21 11:41:00,22998.93913043478,,
2025-08-21 11:42:00,22121.11304347826,,
2025-08-21 11:43:00,23804.078260869563,,
2025-08-21 11:44:00,24690.26956521739,,
2025-08-21 11:45:00,22677.921739130434,,
2025-08-21 11:46:00,20414.68695652174,,
2025-08-21 11:47:00,24718.426086956522,,
2025-08-21 11:48:00,22082.608695652172,,
2025-08-21 11:58:00,,1844143.765217391,
2025-08-21 11:59:00,,70566.51304347826,
2025-08-21 12:00:00,,21752.365217391303,
2025-08-21 12:01:00,,22303.843478260867,
2025-08-21 12:02:00,,21758.539130434783,
2025-08-21 12:03:00,,22963.313043478258,
2025-08-21 12:04:00,,21784.747826086954,
2025-08-21 12:05:00,,23330.40869565217,
2025-08-21 12:06:00,,24284.547826086953,
2025-08-21 12:07:00,,23396.59130434783,
2025-08-21 12:08:00,,22515.695652173912,
2025-08-21 12:13:00,,,48082952.76521739
2025-08-21 12:14:00,,,93042809.11304349
2025-08-21 12:15:00,,,100671952.56521739
2025-08-21 12:16:00,,,108186468.70434782
2025-08-21 12:17:00,,,112995808.70434782
2025-08-21 12:18:00,,,102715464.0347826
2025-08-21 12:19:00,,,117992824.79130435
2025-08-21 12:20:00,,,106352313.59130435
2025-08-21 12:21:00,,,103332879.19130436
2025-08-21 12:22:00,,,106777482.55652173
2025-08-21 12:23:00,,,109468324.92173913
