Time,"flink_jobmanager_job_lastCheckpointDuration{component=""jobmanager"",container=""flink-main-container"",endpoint=""prom"",host=""flink_default"",instance=""10.42.2.17:9249"",job=""default/flink-pod-monitor"",job_id=""d1f305d58bc73fbcb258218287750267"",job_name=""insert_into_default_catalog_default_database_nexmark_q11"",namespace=""default"",pod=""flink-7767bf8b96-nvsh2""}","flink_jobmanager_job_lastCheckpointDuration{component=""jobmanager"",container=""flink-main-container"",endpoint=""prom"",host=""flink_default"",instance=""10.42.2.18:9249"",job=""default/flink-pod-monitor"",job_id=""963c297f4ff22cf1524e9a75559b64ad"",job_name=""insert_into_default_catalog_default_database_nexmark_q11"",namespace=""default"",pod=""flink-7767bf8b96-rrzn4""}","flink_jobmanager_job_lastCheckpointDuration{component=""jobmanager"",container=""flink-main-container"",endpoint=""prom"",host=""flink_default"",instance=""10.42.2.19:9249"",job=""default/flink-pod-monitor"",job_id=""50408510bec339db8404107382e28a3d"",job_name=""insert_into_default_catalog_default_database_nexmark_q11"",namespace=""default"",pod=""flink-7767bf8b96-pnsv8""}","flink_jobmanager_job_lastCheckpointDuration{component=""jobmanager"",container=""flink-main-container"",endpoint=""prom"",host=""flink_default"",instance=""10.42.2.20:9249"",job=""default/flink-pod-monitor"",job_id=""2fd4854301bb65f0a02022bf8e6c354e"",job_name=""insert_into_default_catalog_default_database_nexmark_q11"",namespace=""default"",pod=""flink-7767bf8b96-pxgcc""}"
2025-07-31 08:44:00,1160.0,,,
2025-07-31 08:44:30,1132.0,,,
2025-07-31 08:45:00,1199.0,,,
2025-07-31 08:45:30,1117.0,,,
2025-07-31 08:46:00,1165.0,,,
2025-07-31 08:46:30,1195.0,,,
2025-07-31 08:47:00,1157.0,,,
2025-07-31 08:47:30,1078.0,,,
2025-07-31 08:48:00,1300.0,,,
2025-07-31 08:48:30,1304.0,,,
2025-07-31 08:49:00,1124.0,,,
2025-07-31 08:49:30,1080.0,,,
2025-07-31 08:50:00,1238.0,,,
2025-07-31 08:50:30,1208.0,,,
2025-07-31 08:51:00,1070.0,,,
2025-07-31 08:51:30,1105.0,,,
2025-07-31 08:52:00,1129.0,,,
2025-07-31 08:52:30,1246.0,,,
2025-07-31 08:53:00,1105.0,,,
2025-07-31 08:53:30,1111.0,,,
2025-07-31 08:54:00,1219.0,,,
2025-07-31 08:58:00,,1038.0,,
2025-07-31 08:58:30,,1059.0,,
2025-07-31 08:59:00,,1054.0,,
2025-07-31 08:59:30,,1025.0,,
2025-07-31 09:00:00,,970.0,,
2025-07-31 09:00:30,,1032.0,,
2025-07-31 09:01:00,,1018.0,,
2025-07-31 09:01:30,,1016.0,,
2025-07-31 09:02:00,,1012.0,,
2025-07-31 09:02:30,,993.0,,
2025-07-31 09:03:00,,1017.0,,
2025-07-31 09:03:30,,996.0,,
2025-07-31 09:04:00,,1094.0,,
2025-07-31 09:04:30,,976.0,,
2025-07-31 09:05:00,,1090.0,,
2025-07-31 09:05:30,,1041.0,,
2025-07-31 09:06:00,,1047.0,,
2025-07-31 09:06:30,,1043.0,,
2025-07-31 09:07:00,,1010.0,,
2025-07-31 09:07:30,,998.0,,
2025-07-31 09:08:00,,1064.0,,
2025-07-31 09:11:00,,,1025.0,
2025-07-31 09:11:30,,,873.0,
2025-07-31 09:12:00,,,975.0,
2025-07-31 09:12:30,,,950.0,
2025-07-31 09:13:00,,,948.0,
2025-07-31 09:13:30,,,976.0,
2025-07-31 09:14:00,,,960.0,
2025-07-31 09:14:30,,,923.0,
2025-07-31 09:15:00,,,920.0,
2025-07-31 09:15:30,,,1023.0,
2025-07-31 09:16:00,,,947.0,
2025-07-31 09:16:30,,,1011.0,
2025-07-31 09:17:00,,,1011.0,
2025-07-31 09:17:30,,,951.0,
2025-07-31 09:18:00,,,1039.0,
2025-07-31 09:18:30,,,1001.0,
2025-07-31 09:19:00,,,1070.0,
2025-07-31 09:19:30,,,1036.0,
2025-07-31 09:20:00,,,961.0,
2025-07-31 09:20:30,,,939.0,
2025-07-31 09:21:00,,,1018.0,
2025-07-31 09:24:00,,,,1053.0
2025-07-31 09:24:30,,,,1098.0
2025-07-31 09:25:00,,,,1017.0
2025-07-31 09:25:30,,,,1024.0
2025-07-31 09:26:00,,,,993.0
2025-07-31 09:26:30,,,,1113.0
2025-07-31 09:27:00,,,,1082.0
2025-07-31 09:27:30,,,,1157.0
2025-07-31 09:28:00,,,,1123.0
2025-07-31 09:28:30,,,,1061.0
2025-07-31 09:29:00,,,,1056.0
2025-07-31 09:29:30,,,,1061.0
2025-07-31 09:30:00,,,,1072.0
2025-07-31 09:30:30,,,,1080.0
2025-07-31 09:31:00,,,,1190.0
2025-07-31 09:31:30,,,,1050.0
2025-07-31 09:32:00,,,,1074.0
2025-07-31 09:32:30,,,,1127.0
2025-07-31 09:33:00,,,,1086.0
2025-07-31 09:33:30,,,,1023.0
2025-07-31 09:34:00,,,,1072.0
