Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-08 13:45:00,8933363.72173913,,,,
2025-08-08 13:46:00,13527154.913043477,,,,
2025-08-08 13:47:00,13203399.965217391,,,,
2025-08-08 13:48:00,12857829.88695652,,,,
2025-08-08 13:49:00,9653838.147826087,,,,
2025-08-08 13:50:00,9655286.121739129,,,,
2025-08-08 13:53:00,,32810897.74782609,,,
2025-08-08 13:54:00,,34830118.46956522,,,
2025-08-08 13:55:00,,39670054.669565216,,,
2025-08-08 13:56:00,,35528928.07826087,,,
2025-08-08 13:57:00,,40921257.67826087,,,
2025-08-08 13:58:00,,34810563.71304348,,,
2025-08-08 14:01:00,,,46651728.156521745,,
2025-08-08 14:02:00,,,65719955.67826087,,
2025-08-08 14:03:00,,,53381938.13043478,,
2025-08-08 14:04:00,,,55653071.086956516,,
2025-08-08 14:05:00,,,53421161.20869565,,
2025-08-08 14:06:00,,,55651189.782608695,,
2025-08-08 14:09:00,,,,34425795.16521739,
2025-08-08 14:10:00,,,,92068081.4347826,
2025-08-08 14:11:00,,,,104716979.8173913,
2025-08-08 14:12:00,,,,107261688.69565217,
2025-08-08 14:13:00,,,,102961890.93043478,
2025-08-08 14:14:00,,,,103015989.0173913,
2025-08-08 14:17:00,,,,,60135042.76521739
2025-08-08 14:18:00,,,,,94879018.89565216
2025-08-08 14:19:00,,,,,105789308.14782609
2025-08-08 14:20:00,,,,,101554100.42608695
2025-08-08 14:21:00,,,,,102604221.0173913
2025-08-08 14:22:00,,,,,102063639.75652173
