Time,"flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_17"",instance=""10.42.2.17:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_18"",instance=""10.42.2.18:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_19"",instance=""10.42.2.19:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_20"",instance=""10.42.2.20:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_2_21"",instance=""10.42.2.21:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-07-17 13:35:00,0.4875,,,,
2025-07-17 13:35:05,0.502,,,,
2025-07-17 13:35:10,0.4115,,,,
2025-07-17 13:35:15,0.4515,,,,
2025-07-17 13:35:20,0.4075,,,,
2025-07-17 13:35:25,0.4225,,,,
2025-07-17 13:35:30,0.4635,,,,
2025-07-17 13:35:35,0.5135,,,,
2025-07-17 13:35:40,0.423,,,,
2025-07-17 13:35:45,0.432,,,,
2025-07-17 13:35:50,0.4045,,,,
2025-07-17 13:35:55,0.4385,,,,
2025-07-17 13:36:00,0.4185,,,,
2025-07-17 13:36:05,0.5575,,,,
2025-07-17 13:36:10,0.419,,,,
2025-07-17 13:36:15,0.423,,,,
2025-07-17 13:36:20,0.451,,,,
2025-07-17 13:36:25,0.423,,,,
2025-07-17 13:36:30,0.43186274509803924,,,,
2025-07-17 13:36:35,0.5709183673469388,,,,
2025-07-17 13:36:40,0.419,,,,
2025-07-17 13:36:45,0.4465,,,,
2025-07-17 13:36:50,0.415,,,,
2025-07-17 13:36:55,0.423,,,,
2025-07-17 13:37:00,0.4685,,,,
2025-07-17 13:37:05,0.5155,,,,
2025-07-17 13:37:10,0.434,,,,
2025-07-17 13:37:15,0.465,,,,
2025-07-17 13:37:20,0.4315,,,,
2025-07-17 13:37:25,0.42696078431372547,,,,
2025-07-17 13:37:30,0.485,,,,
2025-07-17 13:37:35,0.4989795918367347,,,,
2025-07-17 13:37:40,0.44,,,,
2025-07-17 13:37:45,0.4375,,,,
2025-07-17 13:37:50,0.4155,,,,
2025-07-17 13:37:55,0.4465,,,,
2025-07-17 13:38:00,0.42745098039215684,,,,
2025-07-17 13:38:05,0.5943877551020408,,,,
2025-07-17 13:38:10,0.422,,,,
2025-07-17 13:38:15,0.45,,,,
2025-07-17 13:38:20,0.4415,,,,
2025-07-17 13:38:25,0.419,,,,
2025-07-17 13:38:30,0.4405,,,,
2025-07-17 13:38:35,0.617,,,,
2025-07-17 13:38:40,0.433,,,,
2025-07-17 13:38:45,0.4665,,,,
2025-07-17 13:38:50,0.426,,,,
2025-07-17 13:38:55,0.4196078431372549,,,,
2025-07-17 13:39:00,0.48622448979591837,,,,
2025-07-17 13:39:05,0.5175,,,,
2025-07-17 13:39:10,0.423,,,,
2025-07-17 13:39:15,0.446,,,,
2025-07-17 13:39:20,0.414,,,,
2025-07-17 13:39:25,0.4275,,,,
2025-07-17 13:39:30,0.46715686274509804,,,,
2025-07-17 13:39:35,0.5040816326530613,,,,
2025-07-17 13:39:40,0.4315,,,,
2025-07-17 13:39:45,0.428,,,,
2025-07-17 13:39:50,0.4215,,,,
2025-07-17 13:39:55,0.4385,,,,
2025-07-17 13:40:00,0.446,,,,
2025-07-17 13:45:00,,0.636,,,
2025-07-17 13:45:05,,0.557,,,
2025-07-17 13:45:10,,0.6575,,,
2025-07-17 13:45:15,,0.584,,,
2025-07-17 13:45:20,,0.5605,,,
2025-07-17 13:45:25,,0.677,,,
2025-07-17 13:45:30,,0.596,,,
2025-07-17 13:45:35,,0.634,,,
2025-07-17 13:45:40,,0.626,,,
2025-07-17 13:45:45,,0.562,,,
2025-07-17 13:45:50,,0.623,,,
2025-07-17 13:45:55,,0.604,,,
2025-07-17 13:46:00,,0.6175,,,
2025-07-17 13:46:05,,0.6075,,,
2025-07-17 13:46:10,,0.6,,,
2025-07-17 13:46:15,,0.6085,,,
2025-07-17 13:46:20,,0.598,,,
2025-07-17 13:46:25,,0.5845,,,
2025-07-17 13:46:30,,0.6325,,,
2025-07-17 13:46:35,,0.5845,,,
2025-07-17 13:46:40,,0.613,,,
2025-07-17 13:46:45,,0.602,,,
2025-07-17 13:46:50,,0.583,,,
2025-07-17 13:46:55,,0.642,,,
2025-07-17 13:47:00,,0.6255,,,
2025-07-17 13:47:05,,0.5625,,,
2025-07-17 13:47:10,,0.637,,,
2025-07-17 13:47:15,,0.6165,,,
2025-07-17 13:47:20,,0.563,,,
2025-07-17 13:47:25,,0.677,,,
2025-07-17 13:47:30,,0.6065,,,
2025-07-17 13:47:35,,0.6155,,,
2025-07-17 13:47:40,,0.6285,,,
2025-07-17 13:47:45,,0.587,,,
2025-07-17 13:47:50,,0.623,,,
2025-07-17 13:47:55,,0.6255,,,
