Time,"{api=""storage.CreateFile""}","{api=""storage.Delete""}","{api=""storage.DeleteBulk""}","{api=""storage.DeleteVersion""}","{api=""storage.DeleteVersions""}","{api=""storage.DiskInfo""}","{api=""storage.ListVols""}","{api=""storage.MakeVol""}","{api=""storage.ReadParts""}","{api=""storage.ReadVersion""}","{api=""storage.ReadXL""}","{api=""storage.RenameData""}","{api=""storage.RenamePart""}","{api=""storage.WalkDir""}","{api=""storage.WriteMetadata""}","{api=""storage.CreateFile""}","{api=""storage.Delete""}","{api=""storage.DeleteBulk""}","{api=""storage.DeleteVersion""}","{api=""storage.DeleteVersions""}","{api=""storage.DiskInfo""}","{api=""storage.ListVols""}","{api=""storage.MakeVol""}","{api=""storage.ReadParts""}","{api=""storage.ReadVersion""}","{api=""storage.ReadXL""}","{api=""storage.RenameData""}","{api=""storage.RenamePart""}","{api=""storage.WalkDir""}","{api=""storage.WriteMetadata""}","{api=""storage.CreateFile""}","{api=""storage.Delete""}","{api=""storage.DeleteBulk""}","{api=""storage.DeleteVersion""}","{api=""storage.DeleteVersions""}","{api=""storage.DiskInfo""}","{api=""storage.ListVols""}","{api=""storage.MakeVol""}","{api=""storage.ReadParts""}","{api=""storage.ReadVersion""}","{api=""storage.ReadXL""}","{api=""storage.RenameData""}","{api=""storage.RenamePart""}","{api=""storage.WalkDir""}","{api=""storage.WriteMetadata""}","{api=""storage.CreateFile""}","{api=""storage.Delete""}","{api=""storage.DeleteBulk""}","{api=""storage.DeleteVersion""}","{api=""storage.DeleteVersions""}","{api=""storage.DiskInfo""}","{api=""storage.ListVols""}","{api=""storage.MakeVol""}","{api=""storage.ReadParts""}","{api=""storage.ReadVersion""}","{api=""storage.ReadXL""}","{api=""storage.RenameData""}","{api=""storage.RenamePart""}","{api=""storage.WalkDir""}","{api=""storage.WriteMetadata""}"
2025-08-13 12:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35360.0,225.0,195.0,1232.0,315.0,26.0,94.0,,132.0,206.0,316.0,12835.0,3402.0,932.0,3140.0,,,,,,,,,,,,,,,
2025-08-13 12:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37135.0,172.0,211.0,1388.0,348.0,19.0,121.0,,115.0,184.0,344.0,11847.0,3448.0,1639.0,3390.0,,,,,,,,,,,,,,,
2025-08-13 12:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327746.0,209.0,149.0,670.0,470.0,57.0,221.0,,109.0,205.0,248.0,4856.0,3285.0,789.0,3282.0
2025-08-13 12:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209229.0,178.0,158.0,655.0,396.0,50.0,106.0,,154.0,196.0,216.0,15839.0,2610.0,1142.0,3557.0
2025-08-13 12:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209229.0,178.0,158.0,655.0,396.0,50.0,106.0,,154.0,196.0,216.0,15839.0,2610.0,1142.0,3557.0
2025-08-13 12:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78142.0,201.0,205.0,623.0,340.0,37.0,125.0,,130.0,178.0,237.0,5688.0,4157.0,973.0,3193.0
2025-08-13 12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73023.0,173.0,143.0,604.0,286.0,38.0,229.0,,165.0,153.0,223.0,4208.0,2657.0,732.0,2893.0
2025-08-13 12:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127096.0,224.0,174.0,648.0,367.0,69.0,275.0,,130.0,192.0,258.0,11338.0,3186.0,848.0,3134.0
2025-08-13 12:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51979.0,191.0,102.0,583.0,340.0,40.0,242.0,,272.0,374.0,207.0,6044.0,2458.0,816.0,4321.0
2025-08-13 12:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54276.0,211.0,134.0,592.0,368.0,56.0,132.0,,172.0,180.0,268.0,4688.0,2737.0,852.0,3256.0
2025-08-13 12:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79509.0,203.0,157.0,612.0,347.0,32.0,93.0,,136.0,209.0,229.0,5714.0,2397.0,731.0,3343.0
2025-08-13 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38779.0,173.0,166.0,603.0,298.0,69.0,261.0,51.0,134.0,172.0,227.0,4573.0,2567.0,969.0,3028.0
2025-08-13 13:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72797.0,187.0,141.0,590.0,332.0,34.0,278.0,,135.0,165.0,212.0,8058.0,2144.0,761.0,3703.0
