Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-13 11:46:00,483101.0869565217,,,
2025-08-13 11:47:00,741555.0695652174,,,
2025-08-13 11:48:00,601047.2782608696,,,
2025-08-13 11:49:00,467499.6782608695,,,
2025-08-13 11:50:00,607592.6347826087,,,
2025-08-13 11:51:00,745105.9913043478,,,
2025-08-13 11:52:00,606198.852173913,,,
2025-08-13 11:53:00,456261.6956521739,,,
2025-08-13 11:54:00,600860.8434782608,,,
2025-08-13 11:55:00,735552.0434782609,,,
2025-08-13 11:56:00,593104.9391304348,,,
2025-08-13 12:05:00,,244588.2956521739,,
2025-08-13 12:06:00,,504593.3217391304,,
2025-08-13 12:07:00,,647591.304347826,,
2025-08-13 12:08:00,,720658.8260869565,,
2025-08-13 12:09:00,,599762.3826086955,,
2025-08-13 12:10:00,,456506.4956521739,,
2025-08-13 12:11:00,,581252.0,,
2025-08-13 12:12:00,,725316.3217391304,,
2025-08-13 12:13:00,,587733.0608695652,,
2025-08-13 12:14:00,,442787.04347826086,,
2025-08-13 12:15:00,,566879.1130434782,,
2025-08-13 12:28:00,,,214712.6,
2025-08-13 12:29:00,,,141185.9304347826,
2025-08-13 12:30:00,,,265814.4434782609,
2025-08-13 12:31:00,,,269551.0347826087,
2025-08-13 12:32:00,,,144675.47826086957,
2025-08-13 12:33:00,,,279353.9043478261,
2025-08-13 12:34:00,,,264534.53913043474,
2025-08-13 12:35:00,,,148151.09565217388,
2025-08-13 12:36:00,,,144134.33913043476,
2025-08-13 12:37:00,,,162516.6,
2025-08-13 12:38:00,,,293203.61739130435,
2025-08-13 12:51:00,,,,414833.71304347826
2025-08-13 12:52:00,,,,552071.452173913
2025-08-13 12:53:00,,,,548616.9652173913
2025-08-13 12:54:00,,,,549439.6608695652
2025-08-13 12:55:00,,,,550854.7304347826
2025-08-13 12:56:00,,,,550923.0
2025-08-13 12:57:00,,,,550302.7565217392
2025-08-13 12:58:00,,,,541986.9304347826
2025-08-13 12:59:00,,,,534407.4608695653
2025-08-13 13:00:00,,,,532853.7217391304
2025-08-13 13:01:00,,,,530096.452173913
