Time,"{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}","{container=""minio"",endpoint=""http-minio"",instance=""myminio-pool-0-0"",job=""minio"",namespace=""minio-tenant"",pod=""myminio-pool-0-0"",server=""127.0.0.1:9000"",service=""minio""}"
2025-08-13 11:46:00,250256.92173913043,,,
2025-08-13 11:47:00,393609.1043478261,,,
2025-08-13 11:48:00,330085.452173913,,,
2025-08-13 11:49:00,256032.86956521738,,,
2025-08-13 11:50:00,322083.0260869565,,,
2025-08-13 11:51:00,393274.0086956521,,,
2025-08-13 11:52:00,326688.8608695652,,,
2025-08-13 11:53:00,253497.74782608694,,,
2025-08-13 11:54:00,331880.19130434777,,,
2025-08-13 11:55:00,405509.4782608695,,,
2025-08-13 11:56:00,338964.6956521739,,,
2025-08-13 12:05:00,,123909.06086956522,,
2025-08-13 12:06:00,,263493.9130434783,,
2025-08-13 12:07:00,,341215.81739130436,,
2025-08-13 12:08:00,,386108.20869565214,,
2025-08-13 12:09:00,,329619.93043478264,,
2025-08-13 12:10:00,,260171.8608695652,,
2025-08-13 12:11:00,,322568.52173913043,,
2025-08-13 12:12:00,,393689.18260869564,,
2025-08-13 12:13:00,,333159.1217391304,,
2025-08-13 12:14:00,,272211.8608695652,,
2025-08-13 12:15:00,,330623.4260869565,,
2025-08-13 12:28:00,,,213994.37391304347,
2025-08-13 12:29:00,,,126339.0,
2025-08-13 12:30:00,,,244973.65217391303,
2025-08-13 12:31:00,,,255006.98260869563,
2025-08-13 12:32:00,,,131771.64347826087,
2025-08-13 12:33:00,,,267303.3565217391,
2025-08-13 12:34:00,,,277731.347826087,
2025-08-13 12:35:00,,,131568.55652173914,
2025-08-13 12:36:00,,,132870.03478260868,
2025-08-13 12:37:00,,,141390.92173913043,
2025-08-13 12:38:00,,,303337.3565217391,
2025-08-13 12:51:00,,,,212118.37391304347
2025-08-13 12:52:00,,,,289754.23478260863
2025-08-13 12:53:00,,,,287819.46086956526
2025-08-13 12:54:00,,,,285845.2260869565
2025-08-13 12:55:00,,,,285778.0
2025-08-13 12:56:00,,,,286401.62608695653
2025-08-13 12:57:00,,,,286189.95652173914
2025-08-13 12:58:00,,,,286052.05217391305
2025-08-13 12:59:00,,,,282847.3043478261
2025-08-13 13:00:00,,,,282222.60869565216
2025-08-13 13:01:00,,,,282551.7565217391
